ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,Latitude,Longitude,LivingArea,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,BedroomsTotal,FireplaceYN,Stories,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,AssociationFee,LotSizeSquareFeet,CloseYear,CloseMonth,PropertyAge,BathroomsPerBedroom,LivingAreaPerBedroom,LivingAreaPerBathroom,LivingAreaLotRatio,AmenityCount,LotSizePerBedroom,GarageSpacesPerBedroom,PoolAndWaterfront,WaterfrontAndView,PoolAndGarage,FireplaceAndBasement,NewConstructionAndGarage,PremiumAmenityCombo,DistrictType_Elementary,DistrictType_High,DistrictType_Unified,CountyOrParish_Alameda,CountyOrParish_Alpine,CountyOrParish_Amador,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Clark,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_Del Norte,CountyOrParish_El Dorado,CountyOrParish_Foreign Country,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Inyo,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Marin,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Modoc,CountyOrParish_Mono,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Other County,CountyOrParish_Other State,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Sierra,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Trinity,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,AssociationFeeFrequency_Annually,AssociationFeeFrequency_Monthly,AssociationFeeFrequency_None,AssociationFeeFrequency_Quarterly,AssociationFeeFrequency_SemiAnnually,AgeBucket_New,AgeBucket_Modern,AgeBucket_Mature,AgeBucket_Historic,Flooring_Bamboo,Flooring_Brick,Flooring_Carpet,Flooring_Concrete,Flooring_Laminate,Flooring_SeeRemarks,Flooring_Stone,Flooring_Tile,Flooring_Unknown,Flooring_Vinyl,Flooring_Wood,Levels_MultiSplit,Levels_One,Levels_ThreeOrMore,Levels_Two,Levels_Unknown,ClosePrice
False,False,False,True,33.728009,-116.274185,-0.13156064312783566,True,3,1989,2,4,True,1,8276.0,3,False,3,-0.27870693228663335,-0.017334612323100393,2026,1,-0.4413543322752219,-0.997519092321475,-0.547363611464681,0.7780531914273074,-0.019330651889072653,3,-0.01642594182398617,0.605186218791327,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,605000.0
True,False,False,False,33.900984,-118.04812,-0.5348229517425493,False,0,1922,1,4,False,1,5158.0,4,False,0,-0.27870693228663335,-0.017551194128234377,2024,2,1.9266428996796814,-1.994848491381568,-1.0486992616534963,3.6424665866539416,-0.01922266078990822,1,-0.016593749516444888,-2.1339177888536183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,650000.0
False,False,False,False,37.27326337,-121.90001577,-0.13904827220025742,True,2,1963,3,4,True,1,6650.0,3,False,2,-0.27870693228663335,-0.0174475571643922,2024,8,0.4329831072158193,-0.00018969326138202025,-0.5566722309642081,-0.8239620672740259,-0.01923941207814126,2,-0.01651345154429979,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1920000.0
False,False,False,False,33.686585,-117.627864,-0.8557213405606239,True,6,1987,2,3,True,1,3850.0,3,False,2,0.32452994680095104,-0.01764205012602631,2025,8,-0.4049236056297619,-0.33263282628141316,-0.9112863071366681,-0.9335159776533909,-0.019186736410753857,2,-0.0165950770521774,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,930000.0
True,False,False,False,33.964665,-117.253873,-0.31875136993837916,True,4,1989,2,4,True,1,5227.0,4,False,2,0.2226318253334537,-0.017546401265965534,2024,1,-0.514215785566142,-0.997519092321475,-0.7800790989528579,0.3356239379721786,-0.01916464389023755,3,-0.016590036004328255,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,515000.0
False,False,False,False,32.730723,-117.027718,-0.5872363552495016,True,2,1986,3,3,True,2,3369.0,0,False,2,-0.09529031364513808,-0.01767546123836417,2024,9,-0.4049236056297619,0.9971397057987109,-0.46624564154023085,-1.5301634280271648,-0.018987612872770898,2,-0.01662959298122279,0.3008413290529996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,780000.0
True,False,False,False,33.694354,-117.14779,0.44391713415257805,True,2,2005,3,5,True,2,5227.0,1,False,2,-0.27870693228663335,-0.017546401265965534,2024,2,-1.0971074118935027,-0.5985873326974379,-0.47688406382540466,0.0946053351375753,-0.018937108252811,3,-0.016646298403846006,-0.6730623181096475,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,570000.0
False,False,False,False,34.415412,-118.481186,-0.20643693385205308,True,2,2016,3,3,False,2,74260.0,0,False,2,0.6993519968069933,-0.012751246758648615,2025,7,-1.4614146783481032,0.9971397057987109,0.16496741404674764,-0.9301450881032568,-0.019670170416946305,1,-0.011542547812913731,0.3008413290529996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,737000.0
False,False,False,False,37.0675427,-122.0704302,-0.077007917028763,False,7,1962,2,4,True,1,9627.0,3,False,2,-0.27870693228663335,-0.017240769469111936,2024,2,0.46941383386127933,-0.997519092321475,-0.4795436693966981,0.906989716719945,-0.01937518896719625,1,-0.016353232333122886,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,799000.0
False,False,False,False,36.80434566,-121.35106754,-0.041709094258774795,True,2,1994,3,3,True,1,6922.0,3,False,2,0.8544001784319374,-0.017428663562404887,2025,2,-0.6599386921479822,0.9971397057987109,0.438020252699542,-0.6705865927429143,-0.019236013355748708,2,-0.016374634361891675,0.3008413290529996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,820000.0
True,False,False,False,33.706655,-117.352231,0.3316026980662519,True,2,2024,3,4,False,2,6635.0,1,True,2,0.18594850160515464,-0.017448599090972385,2024,3,-1.7892912181572438,-0.00018969326138202025,0.028440994720350762,-0.08236636624447624,-0.019127728397374862,3,-0.01651425882954254,-0.3078484504236548,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,615000.0
False,False,False,False,33.888606,-117.307635,1.0739476375320645,True,3,2001,3,5,True,2,10019.0,1,False,3,-0.27870693228663335,-0.017213540454483162,2023,11,-0.9878152319571226,-0.5985873326974379,0.14971900877133182,1.0873323076521306,-0.019209184012755873,2,-0.01643997782340671,0.057365417262337834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,785000.0
True,False,False,False,33.751602,-117.046966,-0.44497140287348846,True,2,1976,2,3,True,1,179903.0,3,False,2,-0.27870693228663335,-0.005413096777965735,2025,11,-0.004185612529701312,-0.33263282628141316,-0.2304272808855448,0.03730021278529175,-0.019696205132157918,3,-0.00396174471074739,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1050000.0
False,False,False,False,37.73038907,-122.16415415,-0.6257441619076705,False,1,1936,2,3,True,2,3880.0,3,False,2,-0.27870693228663335,-0.017639966272865945,2025,12,1.4530434532887007,-0.33263282628141316,-0.5300761752512736,-0.38996003769423265,-0.019098358562076947,1,-0.01659292429153008,0.3008413290529996,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,800000.0
True,False,False,False,32.865336,-117.0037,0.3529959239874569,False,4,1960,3,6,False,2,8900.0,5,False,0,-0.27870693228663335,-0.01729126817736479,2024,10,0.5422752871521994,-0.997519092321475,-0.9822091223711601,-0.04865747074313328,-0.019272415398906725,1,-0.016552021839230973,-2.1339177888536183,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,980000.0
True,False,False,False,40.173202,-122.241357,-1.037563760890866,False,0,1910,2,2,False,1,4563.0,2,False,0,-0.27870693228663335,-0.017592523882581625,2024,3,2.3638116194252023,0.9971397057987109,-0.2907116738348632,-1.3633043952955162,-0.019330799465815948,1,-0.01638019566023059,-2.1339177888536183,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,259500.0
True,False,False,False,33.338646,-117.186182,0.22891521364446807,True,2,1979,3,3,True,1,13504.0,3,False,2,-0.27870693228663335,-0.01697146617902071,2024,2,-0.14990851911154152,0.9971397057987109,0.886607059057704,-0.24416906465092336,-0.019436268215623737,3,-0.015902318675869328,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,898310.0
True,False,False,False,32.80216,-117.244624,-0.9947773090484562,False,4,1953,1,2,False,1,6300.0,1,False,2,-0.27870693228663335,-0.017471868784596466,2024,2,0.7972903736704198,-0.997519092321475,-0.1843274509831252,1.4682428268173084,-0.019425031096554017,1,-0.01619322839801071,1.5182208880063086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1495000.0
True,False,False,False,35.356401,-120.786793,-0.49417582249225994,True,4,1982,2,3,False,1,43560.0,3,False,4,-0.27870693228663335,-0.014883723159422586,2026,4,-0.18633924575700156,-0.33263282628141316,-0.3119885184052108,-0.07899547669434212,-0.019651706454699453,2,-0.013745539542006113,2.7356004469596176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1200000.0
False,False,False,False,37.92314125,-121.72023025,1.4108909457910428,True,3,2001,5,5,True,2,7790.0,3,False,3,-0.27870693228663335,-0.017368370744298315,2026,4,-0.8785230520207425,0.9971397057987109,0.48482931075430646,-0.6260908506811417,-0.018998150179950525,2,-0.016535947893064302,0.057365417262337834,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,910000.0
True,False,False,False,32.650458,-116.973329,-0.8781842277778892,True,2,1990,2,3,True,1,3610.0,3,False,2,0.16964480217035505,-0.017658720951309232,2025,1,-0.514215785566142,-0.33263282628141316,-0.9485207851347764,-0.9866074880680064,-0.019161586750008747,3,-0.016612299137355974,0.3008413290529996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,790000.0
False,False,False,False,38.77777569,-121.13830074,3.8507883621044696,True,4,2006,5,4,True,1,50530.0,3,False,4,1.0459686467908325,-0.014399574608497681,2026,3,-1.0606766852480427,1.994469104858804,4.403492159498075,1.6806088684757703,-0.019525791125384537,2,-0.014151873114188055,1.5182208880063086,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2600000.0
False,False,True,False,37.77872647,-122.21191272,-0.9530605185021065,False,2,1908,1,2,True,1,4550.0,3,False,1,-0.27870693228663335,-0.017593426885617783,2026,3,2.5095345260070423,-0.997519092321475,-0.08060283370268068,1.6654398655001659,-0.019300751252729013,2,-0.016381594954651347,-0.3078484504236548,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,430000.0
True,False,False,True,34.840729,-114.613325,-0.37330409603745185,False,2,1950,2,3,True,1,10200.0,3,False,2,-0.27870693228663335,-0.017200967873748956,2025,10,0.9430132802522599,-0.33263282628141316,-0.11163156536777112,0.20668741267954108,-0.019439352139926126,3,-0.016139409381827674,0.3008413290529996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,190000.0
True,False,False,False,34.24752970000001,-116.9266055,-1.080350212733276,True,1,1938,1,3,True,1,9000.0,3,False,1,-0.27870693228663335,-0.017284322000163575,2024,7,1.3437512733523205,-1.662405358361537,-1.2836310871177512,1.0637360808011906,-0.019525644408336304,3,-0.016225519807720537,-0.9165382299003093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,565000.0
True,False,False,False,32.715738,-117.161084,-0.8279101468630574,False,0,1960,2,3,True,1,21090.0,3,False,0,-0.27870693228663335,-0.016444529176536302,2026,4,0.6151367404431195,-0.33263282628141316,-0.8651864772342482,-0.8677836314257718,-0.019613226273732177,2,-0.015357957266849952,-2.1339177888536183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,775000.0
True,False,False,False,34.170919,-118.323916,0.34764761750715567,False,2,1939,3,3,True,1,10639.0,3,False,2,-0.27870693228663335,-0.01717047415583561,2026,2,1.3801819999977805,0.9971397057987109,1.0834178713334193,-0.05708469461846888,-0.019344885777940413,2,-0.016107907317688536,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2100000.0
True,False,False,True,37.311434000000006,-120.593513,0.4300115373037948,True,3,2000,3,3,True,1,41358.0,3,False,3,-0.27870693228663335,-0.01503667798139341,2024,9,-0.9149537786662025,0.9971397057987109,1.2199442906598161,0.07269455306170206,-0.019613703238904653,4,-0.013903552173519514,1.5182208880063086,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1150000.0
True,False,False,False,34.009486,-118.457167,-0.3807917251098736,False,2,1954,2,3,True,1,5510.0,3,False,2,-0.27870693228663335,-0.01752674358448609,2024,6,0.7608596470249597,-0.33263282628141316,-0.12404305803380682,0.18899024254133592,-0.01921026314561326,2,-0.016475957629692273,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1978000.0
True,False,False,False,34.11356,-118.302458,1.046136443834498,True,2,1974,4,3,True,1,11155.0,3,False,2,14.088928194630496,-0.017134631881477323,2024,10,0.032245114115758734,2.3269122378788345,2.241232830036501,-0.21551650347478188,-0.01926417417283594,3,-0.016070879834554606,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3000000.0
False,False,False,False,33.800204,-118.271189,-0.04705740073907604,True,2,1997,3,4,True,2,4026.0,0,False,2,0.210404050757354,-0.017629824854152164,2025,2,-0.7692308720843624,-0.00018969326138202025,-0.4423091913985898,-0.67901381661825,-0.01889642648156543,2,-0.016654672642764087,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,860000.0
False,False,False,False,38.01929744,-121.88102555,-0.21071557903629407,True,2,2019,3,4,True,2,2222.0,3,False,2,0.1288855535833561,-0.01775513389086214,2024,12,-1.6071375849299434,-0.00018969326138202025,-0.6457690176025387,-0.9368868672035251,-0.018349959581129963,2,-0.016751762147958288,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,635000.0
False,False,False,False,37.94654221,-122.0708155,-0.48668819341983816,True,2,1960,2,4,True,1,13700.0,3,False,2,-0.27870693228663335,-0.016957851671706322,2024,9,0.5422752871521994,-0.997519092321475,-0.9888581362993937,-0.06129830655613696,-0.019521653503825537,2,-0.01613402748020937,-0.3078484504236548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1149950.0
True,False,False,False,34.14539,-118.402023,2.483761225739472,False,2,2025,6,5,True,2,7000.0,3,True,2,-0.27870693228663335,-0.017423245544187938,2025,7,-1.7892912181572438,1.7950032250467851,1.5518630659572386,-0.34192486160481866,-0.018678692140627926,3,-0.016569961511291982,-0.6730623181096475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4250000.0
True,False,False,False,34.877548,-118.151684,-0.8674876148172866,True,2,1992,2,3,False,1,7797.0,3,False,2,-0.27870693228663335,-0.01736788451189423,2025,7,-0.5870772388570621,-0.33263282628141316,-0.9307900813261533,-0.961325816441999,-0.019454474869838596,2,-0.01631184550967813,0.3008413290529996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,363000.0
