Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,Latitude,Longitude,LivingArea,ListPrice,DaysOnMarket,MLSAreaMajor,AttachedGarageYN,ParkingTotal,LotSizeAcres,YearBuilt,BathroomsTotalInteger,BedroomsTotal,StateOrProvince,FireplaceYN,Stories,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,AssociationFee,LotSizeSquareFeet,CountyOrParish_Alameda,CountyOrParish_Alpine,CountyOrParish_Amador,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Clark,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_Del Norte,CountyOrParish_El Dorado,CountyOrParish_Foreign Country,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Inyo,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Marin,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Modoc,CountyOrParish_Mono,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Other County,CountyOrParish_Other State,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Sierra,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Trinity,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,Levels_MultiSplit,"Levels_MultiSplit,One",Levels_One,"Levels_One,MultiSplit","Levels_One,ThreeOrMore","Levels_One,Two","Levels_One,Two,MultiSplit","Levels_One,Two,ThreeOrMore","Levels_One,Two,ThreeOrMore,MultiSplit",Levels_ThreeOrMore,"Levels_ThreeOrMore,MultiSplit","Levels_ThreeOrMore,One",Levels_Two,"Levels_Two,MultiSplit","Levels_Two,One","Levels_Two,ThreeOrMore","Levels_Two,ThreeOrMore,MultiSplit",Levels_Unknown,AssociationFeeFrequency_Annually,AssociationFeeFrequency_Monthly,AssociationFeeFrequency_None,AssociationFeeFrequency_Quarterly,AssociationFeeFrequency_SemiAnnually,ClosePrice
"Carpet,Laminate",True,False,False,False,1539000.0,36.61625186,-121.93029009999998,1513.0,1539000.0,22,699 - Not Defined,True,2,0.1125,1966,3,3,CA,False,1,4900.0,3,False,2,Other,0.0,4900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1490000.0
"Carpet,Laminate,Wood",True,False,False,False,649900.0,33.882599,-117.493072,1570.0,639900.0,51,252 - Riverside,True,6,0.13,1998,3,3,CA,True,2,5663.0,0,False,3,Riverside Unified,109.0,5663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,642000.0
Tile,True,False,False,False,399000.0,34.622655,-117.838354,1134.0,388000.0,97,LAC - Lancaster,True,2,0.9394,1984,2,3,CA,True,1,40919.0,1,False,2,Antelope Valley Union,0.0,40919.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,388000.0
Tile,True,False,False,True,925000.0,33.639167,-116.24158,2493.0,910000.0,93,313 - La Quinta South of HWY 111,True,2,0.2,2002,4,3,CA,True,1,8712.0,3,False,2,Unknown,500.0,8712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,899000.0
Laminate,True,False,False,True,790000000.0,34.112893,-117.587879,1761.0,790000.0,6,688 - Rancho Cucamonga,True,441,0.2123,1978,2,4,CA,True,1,9248.0,4,False,2,Chaffey Joint Union High,0.0,9248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,820000.0
Unknown,True,False,False,False,1039000.0,33.945888000000004,-117.980603,1893.0,1039000.0,7,670 - Whittier,False,2,0.236,1959,2,3,CA,True,1,10278.0,1,False,2,Lowell Joint Unified,0.0,10278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1088000.0
Unknown,False,False,False,False,600000.0,36.711646,-121.6108025,1397.0,600000.0,33,699 - Not Defined,True,2,0.0592,2004,3,3,CA,True,1,2580.0,3,False,2,Other,0.0,2580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,600000.0
Unknown,False,False,False,False,3888888.0,37.29334719,-122.03771218,2863.0,3888888.0,13,699 - Not Defined,True,2,0.22,1971,4,4,CA,True,1,9583.0,3,False,2,Other,0.0,9583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4108500.0
Unknown,True,False,False,False,1499000.0,33.225644,-117.284242,3043.0,1449000.0,18,92056 - Oceanside,True,5,0.18,2000,3,4,CA,True,2,0.18,1,False,2,Vista Unified,0.0,7840.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1425000.0
Unknown,False,False,False,False,1249888.0,37.2681619,-121.8907204,1198.0,1249888.0,9,699 - Not Defined,True,2,0.15,1961,2,3,CA,True,1,6534.0,3,False,2,San Jose Unified,0.0,6534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1620000.0
Unknown,True,False,False,True,2699000.0,33.999426,-117.737207,3846.0,2699000.0,9,682 - Chino Hills,True,5,0.4121,1998,4,5,CA,True,2,17950.0,1,False,5,Chino Valley Unified,260.0,17950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2650000.0
Unknown,True,False,False,False,779900.0,33.975614,-118.086452,846.0,779900.0,15,649 - Pico Rivera,False,2,0.1381,1949,1,2,CA,False,1,6016.0,2,False,2,El Rancho Unified,0.0,6016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,770000.0
"Carpet,Wood",True,False,False,False,2125000.0,37.5121167,-122.2636967,2110.0,2125000.0,6,699 - Not Defined,True,1,0.1148,1948,2,4,CA,True,1,5000.0,3,False,1,Other,0.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2411000.0
Wood,True,False,False,False,599000.0,32.7083632,-116.9947943,992.0,599000.0,16,91977 - Spring Valley,True,4,0.1768,1957,1,2,CA,False,1,7700.0,3,False,2,Unknown,0.0,7700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,610000.0
"Tile,Wood",True,False,False,False,674990.0,38.0480503,-121.2663333,3105.0,664730.0,24,699 - Not Defined,True,6,0.1611,2017,4,6,CA,False,1,7017.0,3,False,2,Lodi Unified,0.0,7017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,665000.0
Wood,False,False,False,False,969000.0,33.837774,-118.030066,1250.0,959000.0,81,82 - Buena Park,False,2,0.14,1955,2,4,CA,False,1,6100.0,2,False,2,Anaheim Union High,0.0,6100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,940000.0
Unknown,False,False,False,False,1100000.0,33.85308,-118.080409,1405.0,999000.0,74,"RD - Cerritos South of 91 Frwy, W of Norwalk",True,2,0.1149,1969,2,3,CA,True,1,5003.0,3,False,2,ABC Unified,0.0,5003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,999000.0
Unknown,False,False,False,False,1295000.0,32.8061002,-117.1775974,2161.0,1295000.0,15,92111 - Linda Vista,True,6,0.124,1960,3,3,CA,True,2,5400.0,3,False,2,Unknown,0.0,5400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1300000.0
Unknown,True,False,False,False,779900.0,34.220877,-118.443611,1664.0,744900.0,27,PC - Panorama City,False,2,0.1504,1949,2,3,CA,False,1,6552.0,1,False,2,Los Angeles Unified,0.0,6552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000.0
Unknown,True,False,False,False,925000.0,32.80455711,-117.02017441,1110.0,925000.0,9,92119 - San Carlos,False,6,0.1377,1961,2,3,CA,False,1,6000.0,3,False,2,Unknown,0.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015000.0
Wood,True,False,False,False,3988000.0,37.88283611,-122.26237173,3440.0,3988000.0,16,Unknown,True,1,0.1455,2016,4,4,CA,True,1,6336.0,3,False,1,Unknown,0.0,6336.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3700000.0
Unknown,True,False,False,False,785000.0,34.228496,-118.572549,1570.0,746000.0,15,WIN - Winnetka,False,2,0.1984,1958,3,4,CA,False,1,8641.0,4,False,2,Los Angeles Unified,0.0,8641.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,762000.0
Unknown,False,False,False,True,379900.0,35.3279309,-119.0293876,1758.0,379900.0,6,BKSF - Bakersfield,True,2,0.1641,1962,2,4,CA,True,1,7149.0,4,False,2,Bakersfield City,0.0,7149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,369000.0
Laminate,True,False,False,False,460000.0,34.694655,-118.082753,1492.0,460000.0,36,LAC - Lancaster,True,2,0.1745,1990,2,3,CA,True,1,7603.0,3,False,2,Antelope Valley Union,0.0,7603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,455000.0
"Carpet,Laminate,Tile,Vinyl",False,False,False,False,799000.0,37.9229416,-121.6211661,2698.0,739000.0,96,Unknown,True,2,0.12,2004,3,4,CA,True,2,5374.0,3,False,2,Unknown,190.0,5374.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,720000.0
"Carpet,Tile",True,False,False,False,1150000.0,35.631552,-120.6567,3029.0,1150000.0,20,PRIC - PR Inside City Limit,True,3,0.2722,2006,3,4,CA,True,1,11857.0,4,False,3,Paso Robles Joint Unified,0.0,11857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1135000.0
Laminate,False,False,False,False,899000.0,37.47187925,-122.14933625,1120.0,899000.0,8,699 - Not Defined,False,2,0.1488,1963,1,2,CA,False,1,6480.0,3,False,0,Other,0.0,6480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,975000.0
"Carpet,Tile",False,False,False,True,975000.0,35.637226,-120.655817,2357.0,975000.0,8,PRIC - PR Inside City Limit,False,3,0.72,1991,3,4,CA,True,1,31363.0,4,False,3,Paso Robles Joint Unified,0.0,31363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,960000.0
"Carpet,Laminate",True,False,False,True,865000.0,34.226862,-118.488177,1627.0,865000.0,8,NOH - North Hills,True,4,0.1891,1964,2,4,CA,True,1,8237.0,1,False,2,Los Angeles Unified,0.0,8237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,890000.0
Tile,True,False,False,True,829950.0,34.254345,-118.760818,1620.0,829950.0,18,SVC - Central Simi,True,2,0.2,1973,2,3,CA,True,1,8712.0,3,False,2,Simi Valley Unified,0.0,8712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,830000.0
"Bamboo,Tile",False,False,False,False,689900.0,34.002996,-118.08287,1058.0,679000.0,124,649 - Pico Rivera,False,3,0.0956,1947,1,2,CA,True,1,4166.0,2,False,2,El Rancho Unified,0.0,4166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,660000.0
Laminate,True,False,False,False,425000.0,34.483866,-117.304124,1715.0,425000.0,21,VIC - Victorville,True,5,0.5909,1987,3,3,CA,False,1,25740.0,1,False,2,Victor Valley Unified,0.0,25740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,430000.0
Unknown,True,False,False,True,459000.0,39.765653,-121.588278,1830.0,459000.0,43,Unknown,True,2,0.56,2022,2,3,CA,False,1,24394.0,3,True,2,Paradise Unified,0.0,24394.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470000.0
Unknown,True,False,False,False,435000.0,34.494473,-117.404358,2343.0,425000.0,28,VIC - Victorville,True,2,0.147,2003,2,4,CA,True,1,6405.0,4,False,2,Snowline Joint Unified,0.0,6405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,425000.0
"Laminate,Tile,Wood",False,False,False,False,2485000.0,32.83367534,-117.27432143,1376.0,2485000.0,11,92037 - La Jolla,False,2,0.1247,1942,2,3,CA,True,1,5431.0,3,False,1,Unknown,0.0,5431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2406142.0
"Carpet,Tile",True,False,False,False,499900.0,33.906746000000005,-117.237924,1080.0,499900.0,18,259 - Moreno Valley,True,2,0.12,1977,2,3,CA,False,1,5227.0,3,False,2,Moreno Valley Unified,0.0,5227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,499900.0
Laminate,True,False,False,False,699900.0,33.65616,-117.379283,2048.0,659900.0,119,SRCAR - Southwest Riverside County,True,2,0.17,2003,3,5,CA,True,2,7405.0,1,False,2,Lake Elsinore Unified,0.0,7405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,640000.0
"Carpet,Stone,Tile,Wood",False,False,False,False,985000.0,37.9079147,-121.7301765,2101.0,965000.0,134,Unknown,True,2,0.16,2007,3,2,CA,True,1,6824.0,3,False,2,Unknown,395.0,6824.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,960000.0
"Laminate,Stone",True,False,False,False,1600000.0,33.087921,-117.2393,1505.0,1600000.0,3,92009 - Carlsbad,True,5,0.13,1979,2,3,CA,True,1,0.13,3,False,2,Carlsbad Unified,32.0,5662.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1560000.0
Unknown,False,False,False,False,779900.0,33.823683,-117.911465,1208.0,779900.0,2,78 - Anaheim East of Harbor,False,2,0.1568,1955,1,3,CA,True,1,6832.0,3,False,2,Anaheim Union High,0.0,6832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,795000.0
Unknown,True,False,False,True,3850000.0,33.496267,-117.718014,3804.0,3850000.0,20,LNSLT - Salt Creek,True,3,0.3409,1989,3,4,CA,True,1,14850.0,4,False,3,Capistrano Unified,650.0,14850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3735000.0
Unknown,False,False,False,False,699000.0,32.7102917,-116.9874838,1064.0,699000.0,13,91977 - Spring Valley,True,4,0.1148,1970,2,3,CA,False,1,5000.0,3,False,2,Unknown,0.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,700000.0
"Carpet,Tile",True,False,False,True,550000.0,33.980325,-116.494726,1567.0,550000.0,30,340 - Desert Hot Springs,True,2,0.28,1986,2,3,CA,True,1,12197.0,3,False,2,Unknown,0.0,12197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,567000.0
"Carpet,Laminate",True,False,False,False,899888.0,38.0962623,-122.2054487,3357.0,899888.0,14,Unknown,True,1,0.45,2003,5,6,CA,True,2,19602.0,3,False,1,Unknown,0.0,19602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,850000.0
