Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,Latitude,Longitude,LivingArea,ListPrice,DaysOnMarket,MLSAreaMajor,AttachedGarageYN,ParkingTotal,LotSizeAcres,YearBuilt,BathroomsTotalInteger,BedroomsTotal,StateOrProvince,FireplaceYN,Stories,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,AssociationFee,LotSizeSquareFeet,CountyOrParish_Alameda,CountyOrParish_Alpine,CountyOrParish_Amador,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Clark,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_Del Norte,CountyOrParish_El Dorado,CountyOrParish_Foreign Country,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Inyo,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Marin,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Modoc,CountyOrParish_Mono,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Other County,CountyOrParish_Other State,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Sierra,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Trinity,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,Levels_MultiSplit,"Levels_MultiSplit,One",Levels_One,"Levels_One,MultiSplit","Levels_One,ThreeOrMore","Levels_One,Two","Levels_One,Two,MultiSplit","Levels_One,Two,ThreeOrMore","Levels_One,Two,ThreeOrMore,MultiSplit",Levels_ThreeOrMore,"Levels_ThreeOrMore,MultiSplit","Levels_ThreeOrMore,One",Levels_Two,"Levels_Two,MultiSplit","Levels_Two,One","Levels_Two,ThreeOrMore","Levels_Two,ThreeOrMore,MultiSplit",Levels_Unknown,AssociationFeeFrequency_Annually,AssociationFeeFrequency_Monthly,AssociationFeeFrequency_None,AssociationFeeFrequency_Quarterly,AssociationFeeFrequency_SemiAnnually,ClosePrice
"Bamboo,Tile,Wood",True,False,False,True,925000.0,33.904262,-117.490378,3308.0,925000.0,3,252 - Riverside,True,3,0.16,2002,3,5,CA,True,2,6970.0,1,False,3,Alvord Unified,170.0,6970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,935000.0
Unknown,True,False,False,False,525000.0,34.208122,-117.106151,2138.0,525000.0,6,288 - Running Springs,True,2,0.1043,1927,3,3,CA,True,1,4543.0,0,False,2,Rim of the World,0.0,4543.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,505000.0
"Brick,Concrete,Stone,Wood",True,False,False,False,5350000.0,33.884325,-118.40813,2804.0,5350000.0,4,142 - Manhattan Bch Sand,True,4,0.0621,1992,4,5,CA,False,2,2707.0,0,False,4,Manhattan Unified,0.0,2707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5410000.0
Unknown,False,False,False,False,600000.0,34.01114,-117.310593,1867.0,610990.0,72,252 - Riverside,True,2,0.1059,2023,3,3,CA,False,2,4611.0,0,True,2,Riverside Unified,122.0,4611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,627089.0
"Carpet,Stone",True,False,False,True,1998000.0,33.473999,-117.601874,2448.0,1850000.0,107,TL - Talega,True,2,0.1101,2003,3,4,CA,True,2,4798.0,1,False,2,Capistrano Unified,267.0,4798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1850000.0
Wood,False,False,False,False,1505000.0,37.8760176,-122.3017572,1597.0,1505000.0,0,Unknown,True,2,0.1,2023,2,3,CA,False,1,4358.0,3,False,1,Unknown,0.0,4358.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1505000.0
Laminate,True,False,False,False,748899.0,32.744113,-117.064545,1020.0,748899.0,32,92115 - San Diego,False,4,0.16,1952,1,3,CA,False,1,0.16,3,False,0,San Diego Unified,0.0,6969.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,740000.0
Carpet,False,False,False,False,1100000.0,34.042161,-118.12655,2391.0,1100000.0,5,641 - Monterey Park,True,3,0.1775,1977,3,4,CA,True,2,7731.0,3,False,3,Unknown,0.0,7731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1350000.0
Unknown,False,False,False,False,924900.0,34.1936326,-118.1551249,1166.0,924900.0,21,Unknown,True,4,0.1729,1940,1,2,CA,True,1,7531.0,3,False,2,Unknown,0.0,7531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,924900.0
"Carpet,Tile",True,False,False,False,875000.0,34.240303999999995,-118.646067,2288.0,849000.0,35,WEH - West Hills,False,2,0.1742,1981,2,4,CA,True,2,7589.0,3,False,2,Los Angeles Unified,0.0,7589.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,840000.0
"Carpet,Tile",False,False,False,False,1200000.0,37.56635068,-122.00401265,1376.0,1200000.0,9,Unknown,True,2,0.0825,1989,3,2,CA,True,2,3594.0,3,False,2,Unknown,96.0,3594.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1210000.0
"Carpet,Stone,Tile",True,False,False,True,1600000.0,33.812566,-116.429943,4395.0,1549000.0,85,321 - Rancho Mirage,True,3,0.32,2001,5,4,CA,True,1,13939.0,3,False,3,Palm Springs Unified,396.0,13939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1500000.0
"SeeRemarks,Wood",True,False,False,False,979900.0,33.83783460000001,-117.9113982,1250.0,949900.0,21,78 - Anaheim East of Harbor,False,6,0.1324,1912,2,3,CA,True,1,5767.0,3,False,2,Anaheim Union High,0.0,5767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,949900.0
Vinyl,True,False,False,True,3388800.0,33.543551,-117.630252,4987.0,3199900.0,110,LD - Ladera Ranch,True,3,0.2095,2005,6,5,CA,True,2,9126.0,1,False,3,Capistrano Unified,660.0,9126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2960000.0
"Tile,Wood",True,False,False,False,865000.0,37.91908203,-121.72739097,2665.0,840000.0,49,Unknown,True,3,0.2049,1998,3,2,CA,True,1,8925.0,3,False,3,Unknown,130.0,8925.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,815000.0
Unknown,False,False,False,False,1149000.0,37.2335563,-121.839379,1409.0,1149000.0,8,699 - Not Defined,True,2,0.14,1968,2,3,CA,True,1,6098.0,3,False,2,Other,0.0,6098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1430000.0
"Tile,Wood",True,False,False,False,1298000.0,37.4946637,-122.2542269,950.0,1298000.0,9,699 - Not Defined,True,1,0.0872,1947,1,2,CA,True,1,3800.0,3,False,1,Other,0.0,3800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1300000.0
"Carpet,Tile",True,False,False,False,799999.0,33.882839000000004,-117.659598,1943.0,799999.0,8,248 - Corona,True,2,0.17,1987,3,4,CA,True,2,7405.0,1,False,2,Corona-Norco Unified,220.0,7405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,820000.0
"Bamboo,Stone,Tile,Wood",True,False,False,False,2850000.0,32.74272760000001,-117.22545990000002,4697.0,2650000.0,41,92106 - Point Loma,False,6,0.3375,2009,6,5,CA,True,2,14700.0,3,False,3,Unknown,0.0,14700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2520000.0
Unknown,True,False,False,False,699999.0,34.873554,-120.418404,1421.0,675000.0,23,OREA - SM/Orcutt East,True,2,0.23,1981,2,3,CA,True,1,10019.0,3,False,2,Santa Maria Joint Union,0.0,10019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,628000.0
Unknown,True,False,False,False,870000.0,33.837788,-117.838776,1294.0,870000.0,8,699 - Not Defined,False,2,0.1722,1947,1,3,CA,True,1,7500.0,3,False,2,Orange Unified,0.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,870000.0
Unknown,False,False,False,False,658000.0,33.136434,-117.084484,1121.0,658000.0,39,92026 - Escondido,True,2,0.2847,1961,2,3,CA,False,1,12400.0,3,False,2,Escondido Union,0.0,12400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,630000.0
"Carpet,Laminate,Stone,Tile,Wood",True,False,False,True,2000000.0,33.827191,-117.784133,3486.0,1899900.0,53,"75 - Orange, Orange Park Acres E of 55",True,3,0.5573,1997,4,6,CA,True,1,24274.0,1,False,3,Orange Unified,240.0,24274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1900000.0
Unknown,True,False,False,True,1650000.0,33.708023,-118.011319,2604.0,1650000.0,12,15 - West Huntington Beach,True,2,0.1338,1968,3,5,CA,True,2,5830.0,1,False,2,Huntington Beach Union High,0.0,5830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1430000.0
"Carpet,SeeRemarks",True,False,False,False,640000.0,33.6518589,-117.1261862,2075.0,615000.0,117,SRCAR - Southwest Riverside County,True,2,0.12,2022,2,3,CA,False,1,5227.0,3,False,2,Perris Union High,117.0,5227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,620000.0
"Tile,Wood",False,False,False,False,1799900.0,33.807361,-118.368592,1819.0,1799900.0,8,128 - Hollywood Riviera,True,2,0.1477,2021,2,3,CA,True,1,6433.0,3,False,2,Torrance Unified,0.0,6433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930000.0
"Carpet,Laminate,Tile",True,False,False,False,1299000.0,33.158658,-117.197189,3335.0,1299000.0,53,92069 - San Marcos,True,4,0.1194,2013,3,5,CA,False,1,5200.0,1,False,2,San Marcos Unified,91.0,5200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1250000.0
Unknown,False,False,False,True,460000.0,34.4935009,-117.3737631,2348.0,460000.0,7,VIC - Victorville,True,3,0.1882,1999,3,4,CA,True,2,8200.0,1,False,3,Victor Valley Union High,0.0,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,470000.0
"Carpet,Tile,Wood",False,False,False,False,2699000.0,37.5210067,-121.9185929,2539.0,2699000.0,24,Unknown,True,2,0.24,1989,3,4,CA,True,2,10357.0,3,False,2,Unknown,0.0,10357.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2674000.0
Unknown,True,False,False,False,660000.0,33.597963,-117.081046,2590.0,648000.0,36,699 - Not Defined,True,2,0.2767,2022,3,4,CA,True,2,12053.0,1,False,2,Temecula Unified,0.0,12053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,655000.0
Wood,False,False,False,False,2198000.0,37.3835178,-122.0742015,1395.0,2198000.0,7,699 - Not Defined,True,2,0.1446,1957,2,3,CA,True,1,6297.0,3,False,2,Other,0.0,6297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2510000.0
"Carpet,Tile,Vinyl",True,False,False,False,1198000.0,33.653039,-117.676704,1610.0,1148000.0,47,LN - Lake Forest North,True,2,0.0689,1987,3,3,CA,True,2,3000.0,0,False,2,Saddleback Valley Unified,84.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1090000.0
Vinyl,True,False,False,True,1950000.0,33.736502,-118.326435,2980.0,1950000.0,18,168 - Mira Catalina,True,2,0.5539,1959,3,4,CA,True,1,24130.0,3,False,2,Unknown,0.0,24130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1900000.0
"Carpet,Tile",False,False,False,False,599000.0,33.903931,-118.113896,790.0,599000.0,5,"RH - Bellflower N of Alondra, E of Bellflower",True,2,0.1373,1950,1,2,CA,False,1,5979.0,1,False,1,Bellflower Unified,0.0,5979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,667500.0
"Carpet,Tile,Vinyl",True,False,False,False,470000.0,34.494578000000004,-117.314662,2005.0,470000.0,32,VIC - Victorville,True,2,0.2948,2018,2,4,CA,True,1,12841.0,4,False,2,Victor Valley Unified,0.0,12841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470000.0
Unknown,False,False,False,False,1499999.0,37.47215985,-122.16346537,1530.0,1499999.0,8,699 - Not Defined,False,2,0.1265,1950,2,3,CA,True,1,5510.0,3,False,0,Other,0.0,5510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1700000.0
Unknown,False,False,False,True,730000.0,34.592185,-118.171331,4693.0,699000.0,67,PLM - Palmdale,True,3,0.1652,2005,4,5,CA,True,2,7195.0,1,False,3,Antelope Valley Union,0.0,7195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,625000.0
Laminate,True,False,False,False,1128888.0,37.3729812,-121.82083,1418.0,1098888.0,62,699 - Not Defined,False,4,0.1767,1946,1,3,CA,True,1,7695.0,3,False,0,Other,0.0,7695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1026000.0
Wood,False,False,False,False,899000.0,34.272656,-119.221649,1478.0,899000.0,0,Unknown,True,2,0.16,1962,2,3,CA,True,1,6969.0,3,False,1,Unknown,0.0,6969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,920000.0
Carpet,True,False,False,False,650000.0,33.780108,-116.273525,2850.0,650000.0,85,309 - Indio North of East Valley,True,2,0.43,2008,4,4,CA,True,2,18731.0,3,False,2,Unknown,208.0,18731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,620000.0
Unknown,False,False,False,False,1999000.0,37.28046206,-121.90554229,1618.0,1999000.0,11,699 - Not Defined,True,2,0.1474,1960,2,4,CA,True,1,6420.0,3,False,2,San Jose Unified,0.0,6420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990000.0
"Laminate,Tile",True,False,False,False,1395000.0,37.0286189,-121.5532617,1588.0,1395000.0,171,699 - Not Defined,False,6,2.5857,1976,3,4,CA,False,1,112634.0,3,False,0,Gilroy Unified,0.0,112634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1395000.0
Laminate,False,False,False,False,129200.0,33.704066999999995,-118.018469,1244.0,1292000.0,7,15 - West Huntington Beach,True,2,0.1377,1967,2,3,CA,True,1,6000.0,3,False,2,Huntington Beach Union High,0.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1286500.0
Wood,True,False,False,True,789999.0,34.09751,-117.64838799999998,1492.0,789999.0,9,690 - Upland,True,2,0.2388,1978,2,3,CA,True,1,10400.0,3,False,2,Upland,0.0,10400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800000.0
